587679.585008524,4141253.23777887
587679.6198862933,4141253.3740990367
587679.6373798479,4141253.4421840147
587679.6548966483,4141253.5103162387
587679.6724120094,4141253.5784334512
587679.7073295057,4141253.714584417
587679.7248657183,4141253.782707061
587679.7424107965,4141253.8507675463
587679.7599680551,4141253.918874975
587679.7949322755,4141254.055011016
587679.8124742642,4141254.123145091
587679.8300118016,4141254.1912102746
587679.8475539826,4141254.25929833
587679.8824880706,4141254.395498284
587679.8999838417,4141254.463637232
587679.9174699978,4141254.531756121
587679.93489936,4141254.599925951
587679.9697274757,4141254.7361899223
587679.9871792183,4141254.804371196
587680.0046342307,4141254.872499078
587680.0221198616,4141254.940697792
587680.057011209,4141255.0769846956
587680.074467324,4141255.145185408
587680.0918838078,4141255.213259998
587680.1093073966,4141255.2814187775
587680.140214554,4141255.4195069876
587680.1562163492,4141255.4880597275
587680.1722169319,4141255.556558942
587680.1886493784,4141255.6259027235
587680.2218015918,4141255.7626428735
587680.2378659302,4141255.8311384884
587680.253920336,4141255.899606993
587680.2699736367,4141255.9680679124
587680.3030983272,4141256.104827893
587680.3191396274,4141256.1733453055
587680.3351841834,4141256.2418850204
587680.3683565212,4141256.37873453
587680.3844716618,4141256.447317308
587680.4005827695,4141256.5158590735
587680.4166980177,4141256.5844026166
587680.4328049838,4141256.6529171388
587680.4660885166,4141256.7897757106
587680.4822259893,4141256.858285065
587680.4983676072,4141256.926837313
587680.51449698,4141256.9954098123
587680.5485594872,4141257.1332961773
587680.5647646248,4141257.201899425
587680.5809651979,4141257.2705159266
587680.5971440846,4141257.339095536
587680.6304356987,4141257.4760597274
587680.6465879938,4141257.544635448
587680.6627487678,4141257.6131986943
587680.678928378,4141257.6818130356
587680.7122522732,4141257.818702854
587680.7284454912,4141257.887276266
587680.7446608506,4141257.9558933345
587680.7608809964,4141258.024468081
587680.7943451036,4141258.1614434537
587680.810604314,4141258.23002196
587680.8268791612,4141258.298623664
587680.8431611639,4141258.3672061632
587680.8767529847,4141258.504180093
587680.8930898687,4141258.5727823116
587680.9094279337,4141258.641379487
587680.9257741049,4141258.7100067213
587680.9594456535,4141258.8470674152
587680.9757939359,4141258.9156970116
587680.9921528469,4141258.9843585948
587681.0085167764,4141259.0529955993
587681.0422494794,4141259.190050825
587681.0586546314,4141259.258700985
587681.075090843,4141259.3273752546
587681.1089547349,4141259.4643651894
587681.126327193,4141259.5341856917
587681.1429367688,4141259.6028208504
587681.1606506475,4141259.671182489
587681.1783822797,4141259.7395932437
587681.2136453115,4141259.876364789
587681.2313707063,4141259.944780349
587681.2491095958,4141260.0132009177
587681.2668519507,4141260.081608216
587681.3021637341,4141260.2184686987
587681.3199032636,4141260.2869154676
587681.3376409125,4141260.3553630947
587681.3729611308,4141260.4922960736
587681.3907291224,4141260.5608001864
587681.4084842224,4141260.629247418
587681.4262446606,4141260.697706069
587681.4440222365,4141260.7662173905
587681.4794211903,4141260.903264407
587681.4979551763,4141260.973012387
587681.5158752288,4141261.0415953454
587681.5337884222,4141261.110122965
587681.5694198626,4141261.2472374276
587681.5873771798,4141261.3157247514
587681.6052909569,4141261.3843175666
587681.6409623169,4141261.521408071
587681.6589150399,4141261.589987233
587681.6768684206,4141261.658552636
587681.6948175026,4141261.727100829
587681.7127776435,4141261.7957082028
587681.7484988738,4141261.9328730553
587681.7664631639,4141262.0015134355
587681.7844256258,4141262.070121613
587681.8024024654,4141262.1387570607
587681.838174254,4141262.275957425
587681.8561705443,4141262.3446285343
587681.8741655117,4141262.413253396
587681.8921791173,4141262.481931069
587681.9280168426,4141262.6192426146
587681.9460246407,4141262.687932603
587681.9640231557,4141262.7566093244
587681.9831846961,4141262.8265959457
587682.0192116607,4141262.9640341424
587682.0373799038,4141263.032806664
587682.0555421873,4141263.1015816056
587682.073692495,4141263.1703016493
587682.1097707737,4141263.3077818784
587682.1279625506,4141263.3764596498
587682.1461765293,4141263.44524456
587682.1643791841,4141263.514002333
587682.200464422,4141263.651467197
587682.2186306007,4141263.72021749
587682.2367083889,4141263.7890077657
587682.2531417683,4141263.8591262274
587682.2882958618,4141263.99692889
587682.3057436189,4141264.0659553097
587682.3231986222,4141264.1350018843
587682.3406505234,4141264.204051115
587682.3758079945,4141264.341889325
587682.3932477427,4141264.410959614
587682.4106759066,4141264.479997328
587682.4281063892,4141264.5490807258
587682.4632096369,4141264.687026094
587682.4806125588,4141264.7561521805
587682.4979890133,4141264.82524697
587682.5159329529,4141264.8953919928
587682.5510289648,4141265.0334135997
587682.5684604136,4141265.1024896773
587682.5859087207,4141265.1715849983
587682.6032769128,4141265.2406395464
587682.6383741703,4141265.3786046873
587682.6557410059,4141265.4476208556
587682.6731127405,4141265.5166937015
587682.7081521705,4141265.654674423
587682.7254945039,4141265.7238125117
587682.7428048262,4141265.792877895
587682.7601131544,4141265.8619857803
587682.7950408083,4141266.0000618557
587682.8123168768,4141266.069188981
587682.8295951664,4141266.1383631807
587682.8468678205,4141266.2075156006
587682.8641440824,4141266.276673098
587682.8990676049,4141266.414876891
587682.9163591316,4141266.484036133
587682.9336629501,4141266.5532257226
587682.9509724216,4141266.6224171435
587682.9859209537,4141266.760620257
587683.003234195,4141266.8298377274
587683.0205388643,4141266.8990164977
587683.0386555583,4141266.969128404
587683.0737672367,4141267.1073970683
587683.0910804953,4141267.176574398
587683.1083876996,4141267.245726289
587683.1256954292,4141267.314919672
587683.160606659,4141267.4531576503
587683.1778684197,4141267.522347501
587683.1951176524,4141267.591516356
587683.2123792893,4141267.6607678737
587683.2472183972,4141267.799079158
587683.2644586926,4141267.8683091225
587683.2816864627,4141267.9375067092
587683.3165291904,4141268.075899974
587683.3337772507,4141268.145142447
587683.3515008929,4141268.214192274
587683.369248909,4141268.2833248917
587683.3869989556,4141268.352432703
587683.4223827742,4141268.4906929904
587683.4401539488,4141268.5598609014
587683.4579114796,4141268.6290060002
587683.4756625307,4141268.698138714
587683.5118710375,4141268.8375660237
587683.5297315659,4141268.906756413
587683.5476007732,4141268.975951067
587683.565470755,4141269.0451144106
587683.6010654339,4141269.1835818356
587683.6189606059,4141269.252807465
587683.6368667338,4141269.3220324144
587683.6547801793,4141269.3912285096
587683.6904443052,4141269.5296541383
587683.7083744333,4141269.5988850608
587683.7262992996,4141269.6681179972
587683.7442114634,4141269.737353409
587683.7798204983,4141269.8758616163
587683.7977130584,4141269.9451546194
587683.8155883203,4141270.014411494
587683.833463086,4141270.0837058853
587683.8690157179,4141270.222336658
587683.8868750867,4141270.29165587
587683.9047360255,4141270.3609979353
587683.9234438895,4141270.4315902814
587683.9591387965,4141270.5703414585
587683.9771151579,4141270.639690154
587683.9951029355,4141270.7090710653
587684.013103467,4141270.778495977
587684.0488042257,4141270.9172583134
587684.0667979826,4141270.9866778627
587684.0847927656,4141271.056068737
587684.120542863,4141271.1948815356
587684.138555692,4141271.264249917
587684.1564927241,4141271.3336952995
587684.1744191945,4141271.40308856
587684.1923596979,4141271.4725646265
587684.2280441441,4141271.611403024
587684.2459800091,4141271.6808802206
587684.2639294867,4141271.7503857217
587684.2818675946,4141271.8198032915
587684.3176524043,4141271.9587619375
587684.3356500154,4141272.0282638543
587684.353651003,4141272.097755801
587684.3716704078,4141272.167284067
587684.4075426864,4141272.3062926815
587684.4255656591,4141272.375835797
587684.4435844596,4141272.445353722
587684.4613575381,4141272.516151934
587684.4972019615,4141272.6554155676
587684.5166914188,4141272.7270806422
587684.534665216,4141272.796778264
587684.5526388318,4141272.8665288994
587684.5883911939,4141273.005876598
587684.6063272166,4141273.0756165497
587684.6241808992,4141273.145386051
587684.6598358417,4141273.2848072485
587684.6776937656,4141273.3545311387
587684.6955603802,4141273.4243138935
587684.7134367882,4141273.4941362846
587684.7312932954,4141273.56386375
587684.7669773655,4141273.7033052947
587684.7848555987,4141273.7731214506
587684.8027150288,4141273.8429508167
587684.8205582522,4141273.9127541543
587684.8566187661,4141274.0533359516
587684.8745208818,4141274.1231553336
587684.8924295845,4141274.193037253
587684.9280871263,4141274.3326201555
587684.9459617017,4141274.402523325
587684.9638233408,4141274.4724164936
587684.9816699986,4141274.542288767
587684.999520912,4141274.6121981423
587685.0351495814,4141274.751879692
587685.0529503154,4141274.821765328
587685.0707477523,4141274.891619452
587685.0885675383,4141274.961547628
587685.1241791729,4141275.1011758307
587685.1420085479,4141275.171063177
587685.1598321447,4141275.2409555945
587685.1776322755,4141275.3108017687
587685.2132538633,4141275.450561303
587685.2310736476,4141275.520487239
587685.2489009199,4141275.5904480526
587685.2667304205,4141275.6604121723
587685.30238553,4141275.8002556837
587685.3202183186,4141275.870183255
587685.338062191,4141275.9401751077
587685.3558946004,4141276.0101477103
587685.3915409548,4141276.1500386605
587685.4093726336,4141276.2200404042
587685.4272008303,4141276.2900372455
587685.4450359088,4141276.360070277
587685.4811034346,4141276.5014720457
587685.4989814588,4141276.5715106674
587685.5168556588,4141276.6415700903
587685.5525441167,4141276.7815902443
587685.5704143217,4141276.8516508653
587685.5883034552,4141276.9216241688
587685.606180643,4141276.991575692
587685.624053524,4141277.0615900867
587685.6596687646,4141277.201553288
587685.6775073045,4141277.271567481
587685.6953355863,4141277.3415600345
587685.7131581897,4141277.4115782036
587685.7486988454,4141277.551598141
587685.7665085108,4141277.6216766983
587685.7842990102,4141277.6917003323
587685.8198102219,4141277.831766287
587685.8375981754,4141277.9018199495
587685.855372013,4141277.971842147
587685.8731667623,4141278.0419519353
587685.8909679789,4141278.1120583024
587685.9264562388,4141278.2521916106
587685.9442228755,4141278.3222800107
587685.9619343528,4141278.3923182623
587685.9796671828,4141278.462449076
587686.0150416608,4141278.6025630217
587686.0336580512,4141278.674350617
587686.0514779559,4141278.744523219
587686.0870227544,4141278.8847782263
587686.1048694937,4141278.95494897
587686.1227106662,4141279.0250916304
587686.1405559306,4141279.09525716
587686.1583936953,4141279.165383313
587686.1939807832,4141279.305666007
587686.2118207568,4141279.3758049356
587686.2296514383,4141279.445955682
587686.2474777654,4141279.51609774
587686.283050038,4141279.6562858233
587686.3009073362,4141279.7263459284
587686.3187936491,4141279.796507084
587686.3366594868,4141279.866602679
587686.3723170322,4141280.0068986155
587686.3902102731,4141280.077061267
587686.4081121313,4141280.1472625434
587686.4259888339,4141280.217443774
587686.4615683545,4141280.3577307793
587686.4805631592,4141280.4296800485
587686.498565625,4141280.4999836306
587686.5165845802,4141280.5702729877
587686.552424803,4141280.710720275
587686.5704682934,4141280.7810825817
587686.5884674983,4141280.851403157
587686.6064550518,4141280.92168533
587686.6418827322,4141281.0626371643
587686.659728884,4141281.132731078
587686.6775592391,4141281.2027944657
587686.6954048239,4141281.27292257
587686.7309807884,4141281.4131536093
587686.7488179508,4141281.4833026095
587686.766646705,4141281.5533754774
587686.7844901022,4141281.6234728615
587686.8200741508,4141281.7637306373
587686.837877505,4141281.8338006223
587686.8556928805,4141281.903916603
587686.8735119327,4141281.9740396924
587686.9090653921,4141282.1144142556
587686.9268594056,4141282.184562696
587686.9446516992,4141282.2547339844
587686.9624418111,4141282.3249150505
587686.9979692356,4141282.4653834067
587687.0157852302,4141282.5355932075
587687.0336120061,4141282.605764285
587687.0514656476,4141282.675942417
587687.0875135012,4141282.8176871953
587687.1054125,4141282.8878925755
587687.1232946038,4141282.958076805
587687.1589414612,4141283.098534864
587687.1767756972,4141283.16863633
587687.194609504,4141283.238761669
587687.2124323273,4141283.3088986147
587687.230234653,4141283.378977734
587687.2658519731,4141283.5193109964
587687.28366012,4141283.5894065136
587687.301442667,4141283.659482269
587687.3192134234,4141283.7295705862
587687.3547649164,4141283.869951386
587687.3725401463,4141283.9400607133
587687.3903168833,4141284.0101954634
587687.408075294,4141284.080314968
587687.443605658,4141284.220754934
587687.4613905629,4141284.2909373385
587687.4791703705,4141284.3611331084
587687.4969268277,4141284.4313279856
587687.5330690107,4141284.5739566768
587687.5509317822,4141284.644272108
587687.5687885127,4141284.7145788483
587687.5865594879,4141284.784911402
587687.6220838164,4141284.9255700037
587687.6398510495,4141284.9958741125
587687.6576125852,4141285.0661173207
587687.6753932828,4141285.13642779
587687.7109616676,4141285.2770709377
587687.728760018,4141285.3473952557
587687.7466411759,4141285.4178239927
587687.7645283883,4141285.488303585
587687.8002237526,4141285.62917752
587687.8181183913,4141285.699665212
587687.8360151022,4141285.7701693363
587687.8539005925,4141285.840659639
587687.8895883714,4141285.9815819957
587687.9074720381,4141286.052092309
587687.9253637919,4141286.1226336192
587687.9432476471,4141286.1931276303
587687.9789597584,4141286.334092527
587687.9968662281,4141286.4046436213
587688.0147726317,4141286.475194553
587688.050494804,4141286.616184112
587688.0687166912,4141286.6885262188
587688.0866911418,4141286.759111531
587688.1046833812,4141286.829700385
587688.1226665971,4141286.9002345433
587688.1585567386,4141287.041292829
587688.1765808017,4141287.111919559
587688.1945801569,4141287.1825018576
587688.2125737692,4141287.2530794647
587688.2484461442,4141287.3941251
587688.2664237203,4141287.4647024013
587688.2844030685,4141287.535318036
587688.3202540997,4141287.676415497
587688.3382299915,4141287.7470288686
587688.3562030686,4141287.817663405
587688.3741658829,4141287.8882660437
587688.392143249,4141287.958921611
587688.427984559,4141288.100040078
587688.4459734547,4141288.1706923656
587688.463968565,4141288.241334201
587688.481967195,4141288.3119625086
587688.5178711291,4141288.4531775494
587688.5358648419,4141288.523835236
587688.5538500072,4141288.5944921607
587688.5718234475,4141288.6651440538
587688.6076475566,4141288.8063686835
587688.6255990521,4141288.8770472277
587688.6443255176,4141288.949266915
587688.6623190987,4141289.0199724864
587688.6981565604,4141289.1612560665
587688.7161403511,4141289.231968303
587688.7341223063,4141289.3026646688
587688.7520976323,4141289.373351108
587688.7879437922,4141289.514686775
587688.8059344953,4141289.585393168
587688.8239288828,4141289.6561076534
587688.8419332189,4141289.7268285993
587688.8781341516,4141289.868073138
587688.8964058163,4141289.93819928
587688.9146642529,4141290.008288554
587688.9329300156,4141290.0784488837
587688.9691661105,4141290.219031787
587688.9874603951,4141290.2891760664
587689.0057517415,4141290.3592825546
587689.0240507821,4141290.429417137
587689.0603357161,4141290.5699796733
587689.0786338701,4141290.640086254
587689.0969371302,4141290.710211346
587689.1342334754,4141290.8527962114
587689.152478671,4141290.922985957
587689.1707321472,4141290.9931998816
587689.1889372672,4141291.063348221
587689.2071462006,4141291.133502874
587689.2432950522,4141291.274165489
587689.2614900756,4141291.344291742
